file,decision,area,cx,cy,offset,blob_count,model_top1,model_top1_prob,model_label_prob,clip_top1,clip_top1_prob,clip_label_prob,reason
aihub_paper_001788.jpg,pass,0.4512,0.5165,0.5725,0.0743,1,,,,plastic,0.5983,0.0003,
aihub_paper_001789.jpg,fail,0.0649,0.4261,0.5816,0.1101,2,,,,trash,0.7062,0.0025,area<0.18
aihub_paper_001790.jpg,fail,0.1239,0.548,0.2973,0.2084,2,,,,plastic,0.6856,0.0001,area<0.18
aihub_paper_001791.jpg,fail,0.1468,0.4105,0.5094,0.09,5,,,,trash,0.5756,0.0005,"area<0.18,blobs>2"
aihub_paper_001792.jpg,pass,0.4236,0.63,0.5681,0.1468,1,,,,trash,0.4823,0.0002,
aihub_paper_001793.jpg,pass,0.3636,0.416,0.4596,0.0932,2,,,,trash,0.596,0.0007,
aihub_paper_001794.jpg,pass,0.5181,0.5186,0.4871,0.0226,1,,,,plastic,0.6553,0.0016,
aihub_paper_001795.jpg,fail,0.0309,0.6361,0.5701,0.1531,1,,,,plastic,0.8483,0.0,area<0.18
aihub_paper_001796.jpg,pass,0.2369,0.4549,0.5333,0.0561,1,,,,plastic,0.743,0.0002,
aihub_paper_001797.jpg,fail,0.1316,0.6485,0.586,0.1716,4,,,,plastic,0.5963,0.0001,"area<0.18,blobs>2"
aihub_paper_001798.jpg,fail,0.0976,0.4858,0.4838,0.0216,2,,,,trash,0.7945,0.0005,area<0.18
aihub_paper_001799.jpg,fail,0.0496,0.4908,0.4363,0.0644,7,,,,plastic,0.9061,0.0,"area<0.18,blobs>2"
aihub_paper_001800.jpg,pass,0.5455,0.4846,0.5245,0.029,1,,,,plastic,0.6866,0.0001,
aihub_paper_001801.jpg,fail,0.0959,0.5687,0.683,0.1954,4,,,,plastic,0.6627,0.0001,"area<0.18,blobs>2"
aihub_paper_001802.jpg,fail,0.1275,0.6479,0.5674,0.1625,1,,,,plastic,0.7203,0.0001,area<0.18
aihub_paper_001803.jpg,fail,0.1717,0.5252,0.703,0.2046,10,,,,plastic,0.7108,0.0003,"area<0.18,blobs>2"
aihub_paper_001804.jpg,pass,0.5044,0.5465,0.5078,0.0472,1,,,,trash,0.6133,0.0019,
aihub_paper_001805.jpg,pass,0.1824,0.5216,0.6217,0.1236,2,,,,plastic,0.7029,0.0,
aihub_paper_001806.jpg,fail,0.1422,0.5191,0.71,0.2108,2,,,,plastic,0.4788,0.0005,area<0.18
aihub_paper_001807.jpg,fail,0.0259,0.4924,0.2563,0.2438,1,,,,plastic,0.8192,0.0,area<0.18
aihub_paper_001808.jpg,pass,0.3688,0.4882,0.511,0.0161,2,,,,trash,0.6249,0.0003,
aihub_paper_001809.jpg,fail,0.0209,0.6111,0.42,0.1369,2,,,,trash,0.8367,0.004,area<0.18
aihub_paper_001810.jpg,fail,0.1215,0.4568,0.44,0.0739,3,,,,trash,0.8386,0.0018,"area<0.18,blobs>2"
aihub_paper_001811.jpg,pass,0.4983,0.5408,0.521,0.0458,2,,,,trash,0.5618,0.0002,
aihub_paper_001812.jpg,fail,0.1226,0.3429,0.5562,0.1668,2,,,,plastic,0.4795,0.0004,area<0.18
aihub_paper_001813.jpg,pass,0.2352,0.4939,0.6653,0.1654,2,,,,trash,0.6738,0.0038,
aihub_paper_001814.jpg,pass,0.237,0.5377,0.6958,0.1994,1,,,,trash,0.546,0.0005,
aihub_paper_001815.jpg,fail,0.0358,0.5168,0.3457,0.1552,2,,,,plastic,0.7457,0.0002,area<0.18
aihub_paper_001816.jpg,pass,0.2131,0.4414,0.3315,0.1784,1,,,,trash,0.8933,0.0109,
aihub_paper_001817.jpg,fail,0.0182,0.4085,0.5321,0.097,2,,,,trash,0.8222,0.0002,area<0.18
aihub_paper_001818.jpg,pass,0.4582,0.4961,0.6033,0.1034,1,,,,plastic,0.5131,0.0016,
aihub_paper_001819.jpg,pass,0.2235,0.5875,0.4307,0.1116,1,,,,trash,0.5823,0.0007,
aihub_paper_001820.jpg,fail,0.3231,0.455,0.6787,0.1843,3,,,,plastic,0.6922,0.0002,blobs>2
aihub_paper_001821.jpg,pass,0.3563,0.4617,0.5298,0.0486,1,,,,plastic,0.4771,0.0001,
aihub_paper_001822.jpg,fail,0.0464,0.5471,0.4512,0.0678,1,,,,plastic,0.5771,0.0007,area<0.18
aihub_paper_001823.jpg,pass,0.4651,0.544,0.4845,0.0466,1,,,,plastic,0.6723,0.0006,
aihub_paper_001824.jpg,pass,0.2923,0.5225,0.5786,0.0817,1,,,,plastic,0.5798,0.0002,
aihub_paper_001825.jpg,fail,0.0567,0.3577,0.3044,0.2419,1,,,,plastic,0.5707,0.0009,area<0.18
aihub_paper_001826.jpg,pass,0.4327,0.536,0.6571,0.1612,2,,,,plastic,0.5461,0.0002,
aihub_paper_001827.jpg,pass,0.4788,0.5191,0.5941,0.096,1,,,,plastic,0.8312,0.0001,
aihub_paper_001828.jpg,fail,0.22,0.4478,0.525,0.0579,3,,,,trash,0.5299,0.0008,blobs>2
aihub_paper_001829.jpg,pass,0.5964,0.4974,0.5321,0.0322,1,,,,plastic,0.7137,0.0002,
aihub_paper_001830.jpg,fail,0.0179,0.4468,0.6755,0.1834,1,,,,trash,0.8739,0.0002,area<0.18
aihub_paper_001831.jpg,pass,0.3546,0.5532,0.6426,0.1522,1,,,,trash,0.6155,0.0006,
aihub_paper_001832.jpg,pass,0.3946,0.5692,0.6312,0.1483,1,,,,trash,0.8006,0.001,
aihub_paper_001833.jpg,fail,0.0943,0.7982,0.4052,0.3129,1,,,,plastic,0.6533,0.0001,"area<0.18,offset>0.25"
aihub_paper_001834.jpg,pass,0.5712,0.5037,0.5778,0.0779,1,,,,trash,0.6315,0.0001,
aihub_paper_001835.jpg,pass,0.1816,0.3577,0.5713,0.1591,2,,,,trash,0.7773,0.0041,
aihub_paper_001836.jpg,fail,0.1634,0.3032,0.3614,0.2407,1,,,,trash,0.6281,0.0002,area<0.18
aihub_paper_001837.jpg,pass,0.5751,0.5317,0.5956,0.1007,1,,,,trash,0.665,0.0004,
aihub_paper_001838.jpg,pass,0.2789,0.44,0.2703,0.2374,1,,,,trash,0.5574,0.0003,
aihub_paper_001839.jpg,pass,0.3842,0.5515,0.6257,0.1358,2,,,,trash,0.6256,0.0097,
aihub_paper_001840.jpg,fail,0.2166,0.6278,0.2422,0.2877,3,,,,trash,0.5476,0.0002,"offset>0.25,blobs>2"
aihub_paper_001841.jpg,pass,0.4129,0.5181,0.5925,0.0942,1,,,,trash,0.6922,0.0033,
aihub_paper_001842.jpg,fail,0.1483,0.5415,0.483,0.0448,3,,,,plastic,0.8771,0.0001,"area<0.18,blobs>2"
aihub_paper_001843.jpg,pass,0.3685,0.3876,0.4308,0.132,1,,,,plastic,0.5625,0.0001,
aihub_paper_001844.jpg,fail,0.0357,0.4416,0.6671,0.1771,3,,,,trash,0.766,0.0054,"area<0.18,blobs>2"
aihub_paper_001845.jpg,fail,0.1162,0.3695,0.3497,0.199,2,,,,trash,0.5194,0.0004,area<0.18
aihub_paper_001846.jpg,fail,0.1512,0.368,0.5182,0.1333,1,,,,trash,0.5549,0.0003,area<0.18
